delivery_id,innings_id,match_id,over_number,ball_number,phase,batter_id,non_striker_id,bowler_id,batter_name,bowler_name,bowler_type,batter_position,runs_scored,extras_runs,total_runs,is_wide,is_noball,is_bye,is_legbye,is_four,is_six,is_dot,is_wicket,wicket_type,fielder_name,batting_team,bowling_team,match_date,tournament_name,format,gender,age_group,season
6003,49,25,17,4,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6004,49,25,17,5,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6005,49,25,17,6,play,57,58,55,Vikas Kumar,Nikhil Wakhare,right-arm medium pace,6,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6006,49,25,18,1,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6007,49,25,18,2,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,1,1,2,False,True,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6008,49,25,18,3,play,57,58,55,Vikas Kumar,Nikhil Wakhare,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6009,49,25,18,4,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6010,49,25,18,5,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6011,49,25,18,6,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6012,49,25,18,7,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6013,49,25,19,1,play,57,58,55,Vikas Kumar,Nikhil Wakhare,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6014,49,25,19,2,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6015,49,25,19,3,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,1,1,True,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6016,49,25,19,4,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6017,49,25,19,5,play,57,58,55,Vikas Kumar,Nikhil Wakhare,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6018,49,25,19,6,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6019,49,25,19,7,play,58,57,55,Vikas More,Nikhil Wakhare,right-arm medium pace,6,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6020,49,25,19,8,play,57,58,55,Vikas Kumar,Nikhil Wakhare,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6021,49,25,20,1,play,58,57,54,Vikas More,Arjun Borkar,right-arm medium pace,6,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6022,49,25,20,2,play,58,57,54,Vikas More,Arjun Borkar,right-arm medium pace,6,0,0,0,False,False,False,False,False,False,False,True,caught,Nikhil Wakhare,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6023,49,25,20,3,play,41,57,54,Siddhesh Patil,Arjun Borkar,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6024,49,25,20,4,play,41,57,54,Siddhesh Patil,Arjun Borkar,right-arm medium pace,7,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6025,49,25,20,5,play,57,41,54,Vikas Kumar,Arjun Borkar,right-arm medium pace,7,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6026,49,25,20,6,play,57,41,54,Vikas Kumar,Arjun Borkar,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6027,49,25,21,1,play,41,57,46,Siddhesh Patil,Aditya Kumar,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6028,49,25,21,2,play,41,57,46,Siddhesh Patil,Aditya Kumar,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6029,49,25,21,3,play,41,57,46,Siddhesh Patil,Aditya Kumar,right-arm medium pace,7,0,0,0,False,False,False,False,False,False,False,True,lbw,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6030,49,25,21,4,play,44,57,46,Vikas Kumar,Aditya Kumar,right-arm medium pace,8,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6031,49,25,21,5,play,44,57,46,Vikas Kumar,Aditya Kumar,right-arm medium pace,8,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6032,49,25,21,6,play,57,44,46,Vikas Kumar,Aditya Kumar,right-arm medium pace,8,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6033,49,25,22,1,play,44,57,42,Vikas Kumar,Vedant Raut,left-arm pace,8,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6034,49,25,22,2,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6035,49,25,22,3,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6036,49,25,22,4,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6037,49,25,22,5,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6038,49,25,22,6,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6039,49,25,23,1,play,44,57,79,Vikas Kumar,Tushar Bawne,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6040,49,25,23,2,play,44,57,79,Vikas Kumar,Tushar Bawne,off-spin,8,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6041,49,25,23,3,play,44,57,79,Vikas Kumar,Tushar Bawne,off-spin,8,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6042,49,25,23,4,play,57,44,79,Vikas Kumar,Tushar Bawne,off-spin,8,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6043,49,25,23,5,play,57,44,79,Vikas Kumar,Tushar Bawne,off-spin,8,0,1,1,False,True,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6044,49,25,23,6,play,57,44,79,Vikas Kumar,Tushar Bawne,off-spin,8,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6045,49,25,23,7,play,57,44,79,Vikas Kumar,Tushar Bawne,off-spin,8,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6046,49,25,24,1,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6047,49,25,24,2,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6048,49,25,24,3,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6049,49,25,24,4,play,57,44,42,Vikas Kumar,Vedant Raut,left-arm pace,8,0,0,0,False,False,False,False,False,False,False,True,lbw,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6050,49,25,24,5,play,78,44,42,Arjun Kumar,Vedant Raut,left-arm pace,9,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6051,49,25,24,6,play,78,44,42,Arjun Kumar,Vedant Raut,left-arm pace,9,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6052,49,25,25,1,play,44,78,76,Vikas Kumar,Suraj Deshmukh,right-arm medium pace,9,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6053,49,25,25,2,play,44,78,76,Vikas Kumar,Suraj Deshmukh,right-arm medium pace,9,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6054,49,25,25,3,play,78,44,76,Arjun Kumar,Suraj Deshmukh,right-arm medium pace,9,0,0,0,False,False,False,False,False,False,False,True,run out,Vedant Gawai,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6055,49,25,25,4,play,70,44,76,Aniket Satish,Suraj Deshmukh,right-arm medium pace,10,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6056,49,25,25,5,play,44,70,76,Vikas Kumar,Suraj Deshmukh,right-arm medium pace,10,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6057,49,25,25,6,play,70,44,76,Aniket Satish,Suraj Deshmukh,right-arm medium pace,10,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6058,49,25,26,1,play,44,70,79,Vikas Kumar,Tushar Bawne,off-spin,10,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6059,49,25,26,2,play,44,70,79,Vikas Kumar,Tushar Bawne,off-spin,10,6,0,6,False,False,False,False,False,True,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6060,49,25,26,3,play,44,70,79,Vikas Kumar,Tushar Bawne,off-spin,10,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6061,49,25,26,4,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6062,49,25,26,5,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6063,49,25,26,6,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6064,49,25,27,1,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6065,49,25,27,2,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6066,49,25,27,3,play,44,70,79,Vikas Kumar,Tushar Bawne,off-spin,10,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6067,49,25,27,4,play,44,70,79,Vikas Kumar,Tushar Bawne,off-spin,10,1,0,1,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6068,49,25,27,5,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6069,49,25,27,6,play,70,44,79,Aniket Satish,Tushar Bawne,off-spin,10,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6070,49,25,28,1,play,44,70,42,Vikas Kumar,Vedant Raut,left-arm pace,10,2,0,2,False,False,False,False,False,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6071,49,25,28,2,play,44,70,42,Vikas Kumar,Vedant Raut,left-arm pace,10,0,0,0,False,False,False,False,False,False,True,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6072,49,25,28,3,play,44,70,42,Vikas Kumar,Vedant Raut,left-arm pace,10,4,0,4,False,False,False,False,True,False,False,False,,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6073,49,25,28,4,play,44,70,42,Vikas Kumar,Vedant Raut,left-arm pace,10,0,0,0,False,False,False,False,False,False,False,True,lbw,,Bhandara XI,Yavatmal XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6074,50,25,0,1,play,76,54,78,Suraj Deshmukh,Arjun Kumar,leg-spin,1,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6075,50,25,0,2,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6076,50,25,0,3,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,2,0,2,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6077,50,25,0,4,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,4,0,4,False,False,False,False,True,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6078,50,25,0,5,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,4,0,4,False,False,False,False,True,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6079,50,25,0,6,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6080,50,25,1,1,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6081,50,25,1,2,play,54,76,78,Arjun Borkar,Arjun Kumar,leg-spin,1,0,0,0,False,False,False,False,False,False,False,True,lbw,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6082,50,25,1,3,play,55,76,78,Nikhil Wakhare,Arjun Kumar,leg-spin,2,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6083,50,25,1,4,play,76,55,78,Suraj Deshmukh,Arjun Kumar,leg-spin,2,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6084,50,25,1,5,play,76,55,78,Suraj Deshmukh,Arjun Kumar,leg-spin,2,0,0,0,False,False,False,False,False,False,False,True,stumped,Omkar Nair,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6085,50,25,1,6,play,52,55,78,Vedant Gawai,Arjun Kumar,leg-spin,3,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6086,50,25,2,1,play,52,55,70,Vedant Gawai,Aniket Satish,off-spin,3,0,1,1,True,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6087,50,25,2,2,play,52,55,70,Vedant Gawai,Aniket Satish,off-spin,3,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6088,50,25,2,3,play,55,52,70,Nikhil Wakhare,Aniket Satish,off-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6089,50,25,2,4,play,55,52,70,Nikhil Wakhare,Aniket Satish,off-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6090,50,25,2,5,play,55,52,70,Nikhil Wakhare,Aniket Satish,off-spin,3,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6091,50,25,2,6,play,52,55,70,Vedant Gawai,Aniket Satish,off-spin,3,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6092,50,25,2,7,play,52,55,70,Vedant Gawai,Aniket Satish,off-spin,3,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6093,50,25,3,1,play,52,55,59,Vedant Gawai,Vikas Kolhe,right-arm pace,3,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6094,50,25,3,2,play,52,55,59,Vedant Gawai,Vikas Kolhe,right-arm pace,3,0,0,0,False,False,False,False,False,False,False,True,bowled,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6095,50,25,3,3,play,79,55,59,Tushar Bawne,Vikas Kolhe,right-arm pace,4,6,0,6,False,False,False,False,False,True,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6096,50,25,3,4,play,79,55,59,Tushar Bawne,Vikas Kolhe,right-arm pace,4,4,0,4,False,False,False,False,True,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6097,50,25,3,5,play,79,55,59,Tushar Bawne,Vikas Kolhe,right-arm pace,4,2,0,2,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6098,50,25,3,6,play,79,55,59,Tushar Bawne,Vikas Kolhe,right-arm pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6099,50,25,4,1,play,79,55,71,Tushar Bawne,Omkar Chaudhari,right-arm medium pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6100,50,25,4,2,play,55,79,71,Nikhil Wakhare,Omkar Chaudhari,right-arm medium pace,4,6,0,6,False,False,False,False,False,True,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6101,50,25,4,3,play,55,79,71,Nikhil Wakhare,Omkar Chaudhari,right-arm medium pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6102,50,25,4,4,play,79,55,71,Tushar Bawne,Omkar Chaudhari,right-arm medium pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6103,50,25,4,5,play,55,79,71,Nikhil Wakhare,Omkar Chaudhari,right-arm medium pace,4,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6104,50,25,4,6,play,79,55,71,Tushar Bawne,Omkar Chaudhari,right-arm medium pace,4,0,0,0,False,False,False,False,False,False,True,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6105,50,25,5,1,play,55,79,53,Nikhil Wakhare,Arjun Nair,right-arm pace,4,0,0,0,False,False,False,False,False,False,False,True,lbw,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6106,50,25,5,2,play,42,79,53,Vedant Raut,Arjun Nair,right-arm pace,5,2,0,2,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6107,50,25,5,3,play,42,79,53,Vedant Raut,Arjun Nair,right-arm pace,5,4,0,4,False,False,False,False,True,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6108,50,25,5,4,play,42,79,53,Vedant Raut,Arjun Nair,right-arm pace,5,6,0,6,False,False,False,False,False,True,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6109,50,25,5,5,play,42,79,53,Vedant Raut,Arjun Nair,right-arm pace,5,2,0,2,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6110,50,25,5,6,play,42,79,53,Vedant Raut,Arjun Nair,right-arm pace,5,2,0,2,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6111,50,25,6,1,play,79,42,53,Tushar Bawne,Arjun Nair,right-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
6112,50,25,6,2,play,42,79,53,Vedant Raut,Arjun Nair,right-arm pace,5,1,0,1,False,False,False,False,False,False,False,False,,,Yavatmal XI,Bhandara XI,2024-10-07,Col CK Nayudu Trophy,FirstClass,male,U25,2024-25
